0.000000000000000000e+00,1.630239996807214542e+00
1.001001001001000992e-03,1.777447586150370906e+00
2.002002002002001985e-03,1.925221331018678095e+00
3.003003003003002977e-03,2.074768312955270311e+00
4.004004004004003969e-03,2.227184481746921296e+00
5.005005005005004962e-03,2.383406219485010968e+00
6.006006006006005954e-03,2.544163753261139860e+00
7.007007007007006946e-03,2.709937663151989362e+00
8.008008008008007939e-03,2.880919706553153326e+00
9.009009009009008931e-03,3.056979123808418741e+00
1.001001001001000992e-02,3.237635503835313067e+00
1.101101101101101092e-02,3.422039173193895945e+00
1.201201201201201191e-02,3.608959929642950204e+00
1.301301301301301290e-02,3.796784774242770055e+00
1.401401401401401389e-02,3.983525107729286585e+00
1.501501501501501488e-02,4.166833651038018616e+00
1.601601601601601588e-02,4.344031130865886325e+00
1.701701701701701513e-02,4.512142543829385843e+00
1.801801801801801786e-02,4.667942582249247074e+00
1.901901901901902059e-02,4.808009576224412385e+00
2.002002002002001985e-02,4.928787085909017485e+00
2.102102102102101910e-02,5.026652070201338418e+00
2.202202202202202183e-02,5.097988368657702551e+00
2.302302302302302456e-02,5.139264067329948560e+00
2.402402402402402382e-02,5.147111180946823517e+00
2.502502502502502307e-02,5.118405977434808740e+00
2.602602602602602580e-02,5.050348199572686880e+00
2.702702702702702853e-02,4.940537405223822454e+00
2.802802802802802778e-02,4.787044653893026691e+00
2.902902902902902704e-02,4.588477814226164853e+00
3.003003003003002977e-02,4.344038854494306712e+00
3.103103103103103250e-02,4.053571605112059828e+00
3.203203203203203175e-02,3.717598646908862214e+00
3.303303303303303101e-02,3.337346178353245207e+00
3.403403403403403027e-02,2.914755945488243682e+00
3.503503503503503647e-02,2.452483575421041451e+00
3.603603603603603572e-02,1.953882932549144247e+00
3.703703703703703498e-02,1.422976410403757885e+00
3.803803803803804118e-02,8.644113746688653066e-01
3.903903903903904044e-02,2.834032778573400968e-01
4.004004004004003969e-02,-3.143337336370044532e-01
4.104104104104103895e-02,-9.226676108089462147e-01
4.204204204204203821e-02,-1.535139212243980422e+00
4.304304304304304440e-02,-2.145061508825761187e+00
4.404404404404404366e-02,-2.745625344631217324e+00
4.504504504504504292e-02,-3.330009738447016421e+00
4.604604604604604912e-02,-3.891494574479819502e+00
4.704704704704704837e-02,-4.423573440230811116e+00
4.804804804804804763e-02,-4.920064327050836184e+00
4.904904904904904689e-02,-5.375215916404687100e+00
5.005005005005004615e-02,-5.783807233039370388e+00
5.105105105105105234e-02,-6.141238554589016019e+00
5.205205205205205160e-02,-6.443611623999190741e+00
5.305305305305305086e-02,-6.687797413698340243e+00
5.405405405405405705e-02,-6.871489934753949314e+00
5.505505505505505631e-02,-6.993244865362105323e+00
5.605605605605605557e-02,-7.052502085031377987e+00
